發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,天候,速限,道路型態,事故位置
106,8,19,15,40,2,06松山區,松山區南京東路5段與八德路4段245巷口,0,1,1,C03,1,21,3,8,50,4,1
106,8,19,15,40,2,06松山區,松山區南京東路5段與八德路4段245巷口,0,1,2,C03,1,25,2,8,50,4,1
106,8,26,12,10,2,06松山區,松山區延壽街319號,0,1,1,B12,1,45,3,8,50,14,9
106,9,10,21,5,2,06松山區,松山區光復北路190巷與光復北路口,0,1,2,B03,2,40,3,8,30,4,1
106,8,25,19,9,2,06松山區,松山區民生東路5段27巷9弄與光復北路口口,0,1,1,B02,1,49,3,8,40,3,1
106,8,25,19,9,2,06松山區,松山區民生東路5段27巷9弄與光復北路口口,0,1,2,C03,1,43,2,8,40,3,1
106,8,26,11,50,2,06松山區,松山區八德路4段599號,0,1,1,C03,2,56,2,8,50,14,9
106,8,26,11,50,2,06松山區,松山區八德路4段599號,0,1,2,B03,2,29,3,8,50,14,9
106,8,31,10,0,2,06松山區,松山區市民大道4段223號,0,1,1,B03,1,46,3,8,40,14,9
106,8,31,10,0,2,06松山區,松山區市民大道4段223號,0,1,2,C03,1,31,2,8,40,14,9
106,9,2,8,7,2,06松山區,松山區民權東路5段與撫遠街口,0,1,1,B03,1,54,3,6,50,4,2
106,9,2,8,7,2,06松山區,松山區民權東路5段與撫遠街口,0,1,2,F01,2,70,2,6,50,4,2
106,2,6,0,35,2,08士林區,士林區重陽橋與中正路口往新北機車上橋處,0,1,1,C03,2,55,2,8,50,14,9
106,2,6,0,35,2,08士林區,士林區重陽橋與中正路口往新北機車上橋處,0,1,2,,3,0,,8,50,14,9
106,2,6,14,17,2,08士林區,士林區承德路4段172號,0,3,1,B03,1,32,3,8,50,14,9
106,2,6,14,17,2,08士林區,士林區承德路4段172號,0,3,2,C03,1,57,2,8,50,14,9
106,2,6,14,17,2,08士林區,士林區承德路4段172號,0,3,3,C03,1,19,2,8,50,14,9
106,2,6,14,17,2,08士林區,士林區承德路4段172號,0,3,4,H02,2,21,2,8,50,14,9
106,2,13,17,23,2,08士林區,士林區文林路478號,0,2,1,C03,1,19,2,8,50,14,22
106,2,13,17,23,2,08士林區,士林區文林路478號,0,2,2,C03,2,19,2,8,50,14,22
106,1,19,10,28,2,08士林區,士林區仰德大道1段012燈桿,0,2,1,B03,1,19,2,7,40,11,22
106,1,19,10,28,2,08士林區,士林區仰德大道1段012燈桿,0,2,2,B03,1,43,2,7,40,11,22
106,1,29,14,21,2,08士林區,士林區平菁街127號,0,1,1,B03,1,106,4,8,50,14,22
106,1,29,14,21,2,08士林區,士林區平菁街127號,0,1,2,F01,2,37,2,8,50,14,22
106,1,31,9,57,2,08士林區,士林區承德路5段與士商路口,0,1,1,B03,1,32,3,8,40,5,2
106,1,31,9,57,2,08士林區,士林區承德路5段與士商路口,0,1,2,C03,1,20,2,8,40,5,2
106,1,30,19,30,2,08士林區,士林區基河路012號電塔,0,1,1,C03,2,18,3,8,40,5,1
106,1,30,19,30,2,08士林區,士林區基河路012號電塔,0,1,2,C03,2,19,2,8,40,5,1
106,1,30,14,31,2,08士林區,士林區承德路5段與士商路口,0,1,1,B03,2,67,3,8,60,5,2
106,1,30,14,31,2,08士林區,士林區承德路5段與士商路口,0,1,2,C03,2,62,2,8,60,5,2
106,1,5,15,35,2,08士林區,士林區承德路4段186號,0,2,1,C03,1,19,2,8,50,14,22
106,1,5,15,35,2,08士林區,士林區承德路4段186號,0,2,2,C03,1,38,2,8,50,14,22
106,1,5,15,35,2,08士林區,士林區承德路4段186號,0,2,3,B03,2,39,3,8,50,14,22
106,1,5,15,35,2,08士林區,士林區承德路4段186號,0,2,4,B01,1,52,3,8,50,14,22
106,1,5,15,35,2,08士林區,士林區承德路4段186號,0,2,5,B02,1,41,3,8,50,14,22
106,1,4,1,5,2,08士林區,士林區仰德大道2段與莊頂路口,0,3,1,C03,1,18,2,8,40,5,2
106,1,4,1,5,2,08士林區,士林區仰德大道2段與莊頂路口,0,3,2,C03,1,24,2,8,40,5,2
106,1,4,1,5,2,08士林區,士林區仰德大道2段與莊頂路口,0,3,3,H02,2,14,3,8,40,5,2
106,1,4,1,5,2,08士林區,士林區仰德大道2段與莊頂路口,0,3,4,H02,2,24,2,8,40,5,2
106,1,18,15,8,2,08士林區,士林區福林路第014號燈桿前,0,1,1,B12,1,54,2,8,50,14,22
106,1,18,15,8,2,08士林區,士林區福林路第014號燈桿前,0,1,2,B03,2,50,3,8,50,14,22
106,1,10,9,48,2,08士林區,士林區劍南路231號,0,1,1,B03,1,49,3,8,50,3,1
106,1,10,9,48,2,08士林區,士林區劍南路231號,0,1,2,F01,1,47,2,8,50,3,1
106,1,11,6,6,2,08士林區,士林區文林路468號,0,3,1,C03,1,56,2,8,50,14,9
106,1,11,6,6,2,08士林區,士林區文林路468號,0,3,2,C03,2,29,2,8,50,14,9
106,1,11,6,6,2,08士林區,士林區文林路468號,0,3,3,H01,2,57,2,8,50,14,9
106,1,11,8,0,2,08士林區,士林區至善路1段與臨溪路口,0,1,1,B03,1,54,3,8,50,3,1
106,1,11,8,0,2,08士林區,士林區至善路1段與臨溪路口,0,1,2,C03,1,26,2,8,50,3,1
106,1,30,16,0,2,08士林區,士林區仰德大道2段下山方向NO44燈桿,0,2,1,C03,1,21,2,8,40,14,9
106,1,30,16,0,2,08士林區,士林區仰德大道2段下山方向NO44燈桿,0,2,3,H02,2,17,2,8,40,14,9
106,1,30,16,0,2,08士林區,士林區仰德大道2段下山方向NO44燈桿,0,2,2,B12,1,56,3,8,40,14,9
106,2,26,19,29,2,08士林區,士林區中正路社正公園旁,0,1,1,C03,1,63,2,8,50,14,9
106,2,26,19,29,2,08士林區,士林區中正路社正公園旁,0,1,2,B03,3,0,,8,50,14,9
106,3,2,10,0,2,08士林區,士林區中山北路4段與通河街口,0,1,1,B03,2,62,3,8,0,3,1
106,3,2,10,0,2,08士林區,士林區中山北路4段與通河街口,0,1,2,C03,1,24,2,8,0,3,1
106,3,8,10,5,2,08士林區,士林區延平北路6段57號,0,2,1,H01,2,55,2,6,50,4,1
106,3,8,10,5,2,08士林區,士林區延平北路6段57號,0,2,2,C03,1,40,2,6,50,4,1
106,3,14,18,30,2,08士林區,士林區中山北路4段與通河街口,0,1,1,B03,2,59,3,8,0,3,1
106,3,14,18,30,2,08士林區,士林區中山北路4段與通河街口,0,1,2,C03,1,38,2,8,0,3,1
106,3,15,22,25,2,08士林區,士林區天母西路50巷與天母西路口,0,1,1,B03,1,21,3,8,50,4,1
106,3,15,22,25,2,08士林區,士林區天母西路50巷與天母西路口,0,1,2,C03,1,25,2,8,50,4,1
106,3,21,15,0,2,08士林區,士林區德行東路6號,0,1,1,B03,1,47,3,8,50,14,9
106,3,21,15,0,2,08士林區,士林區德行東路6號,0,1,2,C03,2,29,2,8,50,14,9
106,3,9,9,32,2,08士林區,士林區至誠路1段與至誠路1段62巷10弄口,0,1,1,C03,2,23,3,8,40,5,2
106,3,9,9,32,2,08士林區,士林區至誠路1段與至誠路1段62巷10弄口,0,1,2,C03,1,78,2,8,40,5,2
106,1,4,19,50,2,08士林區,士林區中社路1段11巷與中社路1段口,0,1,1,F01,1,34,2,8,0,3,2
106,1,4,19,50,2,08士林區,士林區中社路1段11巷與中社路1段口,0,1,2,,3,0,,8,0,3,2
106,2,22,7,27,2,08士林區,士林區延平北路5段與葫東街口,0,1,1,B01,1,55,3,8,50,5,1
106,2,22,7,27,2,08士林區,士林區延平北路5段與葫東街口,0,1,2,C03,1,30,2,8,50,5,1
106,2,24,16,50,2,08士林區,士林區士東路264-01號對面,0,1,1,C03,2,19,2,6,50,14,22
106,2,24,16,50,2,08士林區,士林區士東路264-01號對面,0,1,2,B03,1,37,3,6,50,14,22
106,2,24,16,50,2,08士林區,士林區士東路264-01號對面,0,1,3,B03,1,22,3,6,50,14,22
106,2,24,16,50,2,08士林區,士林區士東路264-01號對面,0,1,4,B03,2,43,4,6,50,14,22
106,2,16,7,7,2,08士林區,士林區延平北路9段35號,0,1,1,F01,1,70,2,8,40,3,2
106,2,16,7,7,2,08士林區,士林區延平北路9段35號,0,1,2,B03,1,59,3,8,40,3,2
106,3,3,19,13,2,08士林區,士林區福林路100巷與福林路口,0,3,1,B03,2,53,2,8,50,3,2
106,3,3,19,13,2,08士林區,士林區福林路100巷與福林路口,0,3,2,C02,1,21,2,8,50,3,2
106,3,3,19,13,2,08士林區,士林區福林路100巷與福林路口,0,3,3,H02,2,26,2,8,50,3,2
106,3,7,17,54,2,08士林區,士林區忠誠路2段與士東路口,0,1,1,B03,2,76,3,8,50,5,2
106,3,7,17,54,2,08士林區,士林區忠誠路2段與士東路口,0,1,2,C03,1,52,2,8,50,5,2
106,3,14,18,55,2,08士林區,士林區文林路與福國路口,0,2,1,C03,1,33,2,8,50,5,1
106,3,14,18,55,2,08士林區,士林區文林路與福國路口,0,2,2,H01,1,15,2,8,50,5,1
106,3,8,17,20,2,08士林區,士林區新園街中山一橋第二根燈桿,0,1,1,C03,1,22,3,6,50,8,22
106,3,8,17,20,2,08士林區,士林區新園街中山一橋第二根燈桿,0,1,2,H01,2,64,2,6,50,8,22
106,1,5,12,0,2,08士林區,士林區中山北路5段與福林路口,0,2,1,C03,1,37,2,8,50,4,1
106,1,5,12,0,2,08士林區,士林區中山北路5段與福林路口,0,2,2,C03,1,23,2,8,50,4,1
106,1,1,12,40,2,08士林區,士林區天母北路43巷,0,1,1,B03,1,59,3,8,50,3,1
106,1,1,12,40,2,08士林區,士林區天母北路43巷,0,1,2,C03,1,42,2,8,50,3,1
106,1,1,20,0,2,08士林區,士林區後港街28巷,0,2,1,C03,1,22,2,7,40,4,1
106,1,1,20,0,2,08士林區,士林區後港街28巷,0,2,2,B12,1,31,3,7,40,4,1
106,1,1,20,0,2,08士林區,士林區後港街28巷,0,2,3,H02,2,19,2,7,40,4,1
106,1,15,17,40,2,08士林區,士林區天母北路16號,0,1,1,B03,1,30,3,7,50,14,9
106,1,15,17,40,2,08士林區,士林區天母北路16號,0,1,2,C03,1,59,2,7,50,14,9
106,1,15,17,40,2,08士林區,士林區天母北路16號,0,1,3,B03,3,0,,7,50,14,9
106,1,15,17,40,2,08士林區,士林區天母北路16號,0,1,4,B03,3,0,,7,50,14,9
106,1,15,22,28,2,08士林區,士林區通河東街2段引道上百齡橋,0,1,1,B12,1,23,3,6,50,8,9
106,1,15,22,28,2,08士林區,士林區通河東街2段引道上百齡橋,0,1,2,C03,2,53,2,6,50,8,9
106,1,16,14,20,2,08士林區,士林區中山北路5段與中正路口,0,1,1,C03,1,29,3,7,50,4,1
106,1,16,14,20,2,08士林區,士林區中山北路5段與中正路口,0,1,2,C03,2,37,2,7,50,4,1
106,1,16,21,10,2,08士林區,士林區中正路與士商路口,0,1,1,C03,1,22,3,7,50,4,1
106,1,16,21,10,2,08士林區,士林區中正路與士商路口,0,1,2,C03,2,29,2,7,50,4,1
106,1,9,1,30,2,08士林區,士林區仰德大道3段2號,0,1,1,B03,1,40,3,8,40,14,9
106,1,9,1,30,2,08士林區,士林區仰德大道3段2號,0,1,2,C03,2,21,2,8,40,14,9
106,2,3,6,15,2,08士林區,士林區百齡橋,0,1,1,B12,1,62,3,8,50,3,1
106,2,3,6,15,2,08士林區,士林區百齡橋,0,1,2,F01,1,64,2,8,50,3,1
106,2,13,14,59,2,08士林區,士林區中山北路5段505巷士林站2號出口,0,2,1,C03,1,23,2,8,0,14,9
106,2,13,14,59,2,08士林區,士林區中山北路5段505巷士林站2號出口,0,2,2,C03,1,20,2,8,0,14,9
106,1,2,14,40,2,08士林區,士林區故宮路往自強隧道入口處,0,2,1,B03,1,39,3,8,50,14,9
106,1,2,14,40,2,08士林區,士林區故宮路往自強隧道入口處,0,2,2,C03,1,78,2,8,50,14,9
106,1,2,14,40,2,08士林區,士林區故宮路往自強隧道入口處,0,2,3,H02,2,74,2,8,50,14,9
106,1,4,7,17,2,08士林區,士林區重慶北路4段35號,0,1,1,B03,1,34,3,8,50,14,7
106,1,4,7,17,2,08士林區,士林區重慶北路4段35號,0,1,2,C03,1,67,2,8,50,14,7
106,1,18,12,53,2,08士林區,士林區福林路士林官邸前,0,1,1,A05,1,61,3,8,50,3,1
106,1,18,12,53,2,08士林區,士林區福林路士林官邸前,0,1,2,C03,1,20,2,8,50,3,1
106,1,25,16,13,2,08士林區,士林區東山路25巷與天母東路口,0,1,1,B03,1,65,3,8,50,4,1
106,1,17,19,10,2,08士林區,士林區福林路與雨農路口,0,1,1,B12,1,27,3,8,50,4,1
106,1,17,19,10,2,08士林區,士林區福林路與雨農路口,0,1,2,C03,1,29,2,8,50,4,1
106,1,10,23,48,2,08士林區,士林區格致路與菁山路口,0,2,1,C03,1,21,2,8,40,3,2
106,1,10,23,48,2,08士林區,士林區格致路與菁山路口,0,2,2,C03,1,21,2,8,40,3,2
106,1,10,23,48,2,08士林區,士林區格致路與菁山路口,0,2,3,B03,1,25,3,8,40,3,2
106,1,21,11,40,2,08士林區,士林區志成街與志成街23巷口,0,1,1,C04,2,45,2,8,30,4,1
106,1,25,16,13,2,08士林區,士林區東山路25巷與天母東路口,0,1,2,C03,1,28,2,8,50,4,1
106,1,26,10,30,2,08士林區,士林區文昌路與美崙街口,0,1,1,B03,1,69,3,8,50,4,1
106,1,26,10,30,2,08士林區,士林區文昌路與美崙街口,0,1,2,C03,1,62,2,8,50,4,1
106,1,26,13,29,2,08士林區,士林區後港街與劍潭路口,0,2,1,C03,1,27,2,8,50,3,1
106,1,26,13,29,2,08士林區,士林區後港街與劍潭路口,0,2,2,C03,1,58,2,8,50,3,1
106,1,26,13,29,2,08士林區,士林區後港街與劍潭路口,0,2,3,B12,1,36,3,8,50,3,1
106,1,27,8,20,2,08士林區,士林區至善路2段34號,0,2,1,C01,1,19,2,8,50,3,1
106,1,27,8,20,2,08士林區,士林區至善路2段34號,0,2,2,F01,1,29,2,8,50,3,1
106,2,11,21,50,2,08士林區,士林區忠誠路1段與德行東路口,0,2,1,C03,1,31,2,8,50,4,1
106,2,11,21,50,2,08士林區,士林區忠誠路1段與德行東路口,0,2,2,B03,1,53,3,8,50,4,1
106,2,11,21,50,2,08士林區,士林區忠誠路1段與德行東路口,0,2,3,B03,2,44,3,8,50,4,1
106,2,11,21,50,2,08士林區,士林區忠誠路1段與德行東路口,0,2,4,H02,2,24,2,8,50,4,1
106,2,15,8,35,2,08士林區,士林區中山北路6段172巷與中山北路6段口,0,1,1,B03,1,77,3,8,50,3,1
106,2,15,8,35,2,08士林區,士林區中山北路6段172巷與中山北路6段口,0,1,2,C03,2,65,2,8,50,3,1
106,2,16,11,36,2,08士林區,士林區重陽橋三重往士林機車道,0,2,1,C03,2,31,2,8,40,8,11
106,2,16,11,36,2,08士林區,士林區重陽橋三重往士林機車道,0,2,2,C03,1,23,2,8,40,8,11
106,2,21,8,35,2,08士林區,士林區中山北路4段與通河街口,0,2,1,C03,1,23,2,8,50,3,1
106,2,21,8,35,2,08士林區,士林區中山北路4段與通河街口,0,2,2,C03,1,53,2,8,50,3,1
106,2,21,8,56,2,08士林區,士林區德行西路93巷與德行西路口,0,1,1,C03,1,23,3,8,50,4,1
106,2,21,8,56,2,08士林區,士林區德行西路93巷與德行西路口,0,1,2,C03,2,31,2,8,50,4,1
106,2,12,13,45,2,08士林區,士林區福林路254巷與至善路1段口,0,2,1,B12,2,35,3,8,50,3,2
106,2,12,13,45,2,08士林區,士林區福林路254巷與至善路1段口,0,2,2,C03,1,29,2,8,50,3,2
106,2,12,13,45,2,08士林區,士林區福林路254巷與至善路1段口,0,2,3,H02,2,58,2,8,50,3,2
106,1,6,9,45,2,08士林區,士林區基河路115號,0,1,1,B03,2,68,3,8,50,14,9
106,1,6,9,45,2,08士林區,士林區基河路115號,0,1,2,B03,2,55,2,8,50,14,9
106,1,11,7,4,2,08士林區,士林區通河西街2段與社正路口,0,2,1,B03,1,47,3,8,40,3,3
106,1,11,7,4,2,08士林區,士林區通河西街2段與社正路口,0,2,2,C03,1,48,2,8,40,3,3
106,1,11,7,4,2,08士林區,士林區通河西街2段與社正路口,0,2,3,H02,2,47,2,8,40,3,3
106,1,11,8,20,2,08士林區,士林區中正路與基河路口,0,2,1,C03,2,21,2,8,50,4,1
106,1,11,8,20,2,08士林區,士林區中正路與基河路口,0,2,2,C03,1,20,2,8,50,4,1
106,1,12,15,28,2,08士林區,士林區延平北路9段206巷口,0,1,1,C03,1,20,3,8,40,14,9
106,1,12,15,28,2,08士林區,士林區延平北路9段206巷口,0,1,2,C02,1,28,2,8,40,14,9
106,2,5,18,32,2,08士林區,士林區中正路652號,0,1,1,B12,1,55,3,8,50,14,9
106,2,5,18,32,2,08士林區,士林區中正路652號,0,1,2,C03,2,32,2,8,50,14,9
106,2,17,18,44,2,08士林區,士林區承德路4段與通河街口,0,1,1,B03,2,28,3,8,30,4,2
106,2,17,18,44,2,08士林區,士林區承德路4段與通河街口,0,1,2,H01,1,11,2,8,30,4,2
106,2,21,23,35,2,08士林區,士林區格致路與建業路口,0,2,1,C03,1,17,2,8,40,4,1
106,2,21,23,35,2,08士林區,士林區格致路與建業路口,0,2,2,C03,1,18,2,8,40,4,1
106,3,1,18,35,2,08士林區,士林區華齡街185巷口,0,2,1,C03,1,30,2,8,50,4,1
106,3,1,18,35,2,08士林區,士林區華齡街185巷口,0,2,2,C03,1,53,2,8,50,4,1
106,3,5,9,38,2,08士林區,士林區中山北路5段704巷口,0,1,1,B03,1,64,3,8,50,4,1
106,3,5,9,38,2,08士林區,士林區中山北路5段704巷口,0,1,2,C03,1,21,2,8,50,4,1
106,4,4,8,35,2,08士林區,士林區福林路251巷與福林路口口,0,1,1,C03,1,26,2,8,50,3,1
106,4,4,8,35,2,08士林區,士林區福林路251巷與福林路口口,0,1,2,B03,1,65,3,8,50,3,1
106,1,11,3,40,2,08士林區,士林區德行東路與德行東路104巷口,0,1,1,C03,1,22,2,7,40,4,1
106,1,11,3,40,2,08士林區,士林區德行東路與德行東路104巷口,0,1,2,B01,1,43,3,7,40,4,1
106,1,12,11,10,2,08士林區,陽明路1段與湖山路1段口(中山樓前),0,1,1,B03,1,49,4,6,40,4,1
106,1,12,11,10,2,08士林區,陽明路1段與湖山路1段口(中山樓前),0,1,2,C03,1,65,2,6,40,4,1
106,1,13,15,2,2,08士林區,士林區重慶北路4段220巷,0,1,1,B03,1,32,3,6,50,3,2
106,1,13,15,2,2,08士林區,士林區重慶北路4段220巷,0,1,2,C04,2,34,2,6,50,3,2
106,1,21,11,40,2,08士林區,士林區志成街與志成街23巷口,0,1,2,B03,1,32,3,8,30,4,1
106,2,3,17,50,2,08士林區,士林區社正路72號,0,2,1,C03,1,67,2,8,50,14,9
106,2,3,17,50,2,08士林區,士林區社正路72號,0,2,2,B01,1,61,3,8,50,14,9
106,2,3,17,50,2,08士林區,士林區社正路72號,0,2,3,B03,1,47,3,8,50,14,9
106,2,3,17,50,2,08士林區,士林區社正路72號,0,2,4,H02,2,60,2,8,50,14,9
106,2,3,22,50,2,08士林區,士林區忠義街與忠義街78巷口,0,1,1,C03,2,20,3,8,50,3,1
106,1,18,12,48,2,08士林區,士林區承德路4段與福港街口口,0,1,1,E01,1,30,3,8,50,5,1
106,1,18,12,48,2,08士林區,士林區承德路4段與福港街口口,0,1,2,C03,1,35,2,8,50,5,1
106,5,6,10,1,2,08士林區,士林區承德路4段與福港街口,0,1,1,B01,2,56,3,8,50,4,2
106,5,6,10,1,2,08士林區,士林區承德路4段與福港街口,0,1,2,C03,1,25,2,8,50,4,2
106,1,7,14,45,2,08士林區,士林區中山北路7段219巷7弄,0,1,1,C03,1,78,4,8,30,14,9
106,1,7,14,45,2,08士林區,士林區中山北路7段219巷7弄,0,1,2,H01,1,4,2,8,30,14,9
106,1,10,7,15,2,08士林區,士林區福林路275號,0,2,1,A02,1,51,3,8,0,14,8
106,1,10,7,15,2,08士林區,士林區福林路275號,0,2,2,C03,1,54,2,8,0,14,8
106,1,10,7,15,2,08士林區,士林區福林路275號,0,2,3,H02,2,11,2,8,0,14,8
106,1,10,6,50,2,08士林區,士林區忠誠路2段54號,0,1,1,B01,1,59,3,8,0,14,8
106,2,3,22,50,2,08士林區,士林區忠義街與忠義街78巷口,0,1,2,C03,2,25,2,8,50,3,1
106,2,4,14,30,2,08士林區,士林區百齡橋往社子方向下橋處,0,2,1,C04,1,53,2,8,50,8,9
106,2,4,14,30,2,08士林區,士林區百齡橋往社子方向下橋處,0,2,2,C03,2,17,2,8,50,8,9
106,1,10,15,45,2,08士林區,士林區雨聲街165巷,0,2,1,C03,1,62,2,8,50,3,1
106,1,10,15,45,2,08士林區,士林區雨聲街165巷,0,2,2,C03,1,64,2,8,50,3,1
106,1,4,8,50,2,08士林區,士林區承德路4段80巷,0,3,1,C03,1,51,2,8,50,5,1
106,1,4,8,50,2,08士林區,士林區承德路4段80巷,0,3,2,C03,1,74,2,8,50,5,1
106,1,4,8,50,2,08士林區,士林區承德路4段80巷,0,3,3,H02,2,72,2,8,50,5,1
106,1,11,11,50,2,08士林區,士林區延平北路8段157巷,0,1,1,A12,1,44,3,8,0,3,1
106,1,11,11,50,2,08士林區,士林區延平北路8段157巷,0,1,2,C03,1,38,2,8,0,3,1
106,1,11,20,0,2,08士林區,士林區至誠路2段與中山北路5段口,0,1,1,B03,1,47,3,8,0,5,1
106,1,11,20,0,2,08士林區,士林區至誠路2段與中山北路5段口,0,1,2,C03,1,20,2,8,0,5,1
106,1,29,12,45,2,08士林區,士林區萬溪產業道路298號電桿,0,1,1,B03,2,37,3,8,40,12,9
106,1,29,12,45,2,08士林區,士林區萬溪產業道路298號電桿,0,1,2,C01,1,54,2,8,40,12,9
106,1,31,14,11,2,08士林區,士林區中山北路5段505巷與中正路247巷口,0,1,1,B03,1,51,4,8,0,3,1
106,1,31,14,11,2,08士林區,士林區中山北路5段505巷與中正路247巷口,0,1,2,F01,1,26,2,8,0,3,1
106,2,3,10,45,2,08士林區,士林區中正路與中山北路5段口,0,1,1,C03,2,21,2,8,50,14,9
106,2,3,10,45,2,08士林區,士林區中正路與中山北路5段口,0,1,2,C03,1,57,3,8,50,14,9
106,2,7,23,38,2,08士林區,士林區承德路4段53號,0,1,1,B01,1,51,3,8,50,14,9
106,2,7,23,38,2,08士林區,士林區承德路4段53號,0,1,2,C03,1,25,2,8,50,14,9
106,2,8,18,45,2,08士林區,士林區承德路5段與士商路口,0,1,1,B03,1,40,3,8,60,4,1
106,2,8,18,45,2,08士林區,士林區承德路5段與士商路口,0,1,2,C03,1,23,2,8,60,4,1
106,2,13,1,30,2,08士林區,士林區承德路4段33巷與承德路4段口,0,2,1,C03,2,20,2,8,50,4,1
106,2,13,1,30,2,08士林區,士林區承德路4段33巷與承德路4段口,0,2,2,C03,1,25,2,8,50,4,1
106,2,13,1,30,2,08士林區,士林區承德路4段33巷與承德路4段口,0,2,3,C03,1,20,3,8,50,4,1
106,1,3,11,36,2,08士林區,士林區東山路25巷81弄,0,1,1,C03,1,63,2,8,30,11,9
106,1,3,11,36,2,08士林區,士林區東山路25巷81弄,0,1,2,B03,2,41,3,8,30,11,9
106,1,3,11,36,2,08士林區,士林區東山路25巷81弄,0,1,3,C03,1,18,3,8,30,11,9
106,1,23,1,30,2,08士林區,士林區承德路4段80巷,0,2,1,C03,1,19,2,8,50,3,1
106,1,23,1,30,2,08士林區,士林區承德路4段80巷,0,2,2,C03,1,21,2,8,50,3,1
106,1,6,18,20,2,08士林區,士林區中正路與百齡橋口往士林方向,0,2,1,B03,1,35,3,8,0,3,1
106,1,6,18,20,2,08士林區,士林區中正路與百齡橋口往士林方向,0,2,2,C03,1,48,2,8,0,3,1
106,1,6,18,20,2,08士林區,士林區中正路與百齡橋口往士林方向,0,2,3,H02,2,48,2,8,0,3,1
106,1,2,8,40,2,08士林區,士林區德行西路與福華路口,0,1,1,C03,1,30,2,8,50,4,1
106,1,2,8,40,2,08士林區,士林區德行西路與福華路口,0,1,2,B03,1,50,3,8,50,4,1
106,1,6,10,40,2,08士林區,士林區至善路1段與福林路254巷口,0,1,1,B01,1,64,3,8,50,3,1
106,1,6,10,40,2,08士林區,士林區至善路1段與福林路254巷口,0,1,2,C03,2,29,2,8,50,3,1
106,1,16,10,55,2,08士林區,士林區仰德大道2段131巷,0,1,1,B03,1,63,3,8,40,14,9
106,1,16,10,55,2,08士林區,士林區仰德大道2段131巷,0,1,2,C03,1,25,2,8,40,14,9
106,1,3,8,56,2,08士林區,士林區仰德大道2段115巷口,0,2,1,C03,1,21,2,8,40,11,9
106,1,3,8,56,2,08士林區,士林區仰德大道2段115巷口,0,2,2,C03,1,24,2,8,40,11,9
106,1,3,8,56,2,08士林區,士林區仰德大道2段115巷口,0,2,3,B03,1,50,3,8,40,11,9
106,1,3,8,56,2,08士林區,士林區仰德大道2段115巷口,0,2,4,B03,2,51,3,8,40,11,9
106,1,3,8,56,2,08士林區,士林區仰德大道2段115巷口,0,2,5,B03,1,78,3,8,40,11,9
106,1,16,22,35,2,08士林區,士林區文昌路38號對面往南,0,1,1,B01,1,61,3,8,50,14,9
106,1,16,22,35,2,08士林區,士林區文昌路38號對面往南,0,1,2,C03,1,33,2,8,50,14,9
106,1,16,23,5,2,08士林區,士林區中正路與基河路口,0,1,1,C03,1,35,2,8,50,4,1
106,1,16,23,5,2,08士林區,士林區中正路與基河路口,0,1,2,B03,1,45,3,8,50,4,1
106,1,17,12,4,2,08士林區,士林區中山北路5段699巷口,0,1,1,B03,1,83,3,8,40,5,1
106,1,17,12,4,2,08士林區,士林區中山北路5段699巷口,0,1,2,C03,2,64,2,8,40,5,1
106,1,23,8,0,2,08士林區,士林區雨聲街陽明醫院急診出入口,0,1,1,B03,1,56,3,8,50,14,9
106,1,23,8,0,2,08士林區,士林區雨聲街陽明醫院急診出入口,0,1,2,C04,2,78,2,8,50,14,9
106,1,23,8,40,2,08士林區,士林區芝玉路1段222號前,0,1,1,C03,1,66,2,8,30,4,1
106,1,23,8,40,2,08士林區,士林區芝玉路1段222號前,0,1,2,B12,1,67,3,8,30,4,1
106,1,26,9,53,2,08士林區,士林區中山北路5段與福國路口,0,2,1,C03,1,64,2,8,50,3,1
106,1,26,9,53,2,08士林區,士林區中山北路5段與福國路口,0,2,2,B12,1,57,3,8,50,3,1
106,1,26,9,53,2,08士林區,士林區中山北路5段與福國路口,0,2,3,H02,2,56,2,8,50,3,1
106,1,11,9,30,2,08士林區,士林區中山北路6段與士東路口,0,2,1,C04,1,62,2,8,50,4,1
106,1,11,9,30,2,08士林區,士林區中山北路6段與士東路口,0,2,2,B03,2,42,3,8,50,4,1
106,1,11,9,30,2,08士林區,士林區中山北路6段與士東路口,0,2,3,H02,2,66,2,8,50,4,1
106,1,16,18,30,2,08士林區,士林區延平北路6段451號,0,2,1,C03,1,18,2,8,50,14,11
106,1,16,18,30,2,08士林區,士林區延平北路6段451號,0,2,2,C03,1,43,2,8,50,14,11
106,1,6,21,10,2,08士林區,士林區中山北路6段474號,0,1,1,C03,1,25,2,6,50,14,9
106,1,6,21,10,2,08士林區,士林區中山北路6段474號,0,1,2,H01,1,45,3,6,50,14,9
106,1,9,8,50,2,08士林區,士林區通河西街2段社子堤外百齡左岸106燈桿,0,2,1,B03,1,20,2,8,40,14,9
106,1,9,8,50,2,08士林區,士林區通河西街2段社子堤外百齡左岸106燈桿,0,2,2,C03,1,26,2,8,40,14,9
106,1,5,14,40,2,08士林區,士林區中正路598號,0,1,1,C03,1,36,2,8,50,14,9
106,1,5,14,40,2,08士林區,士林區中正路598號,0,1,2,C03,2,29,3,8,50,14,9
